index,0,1,2,3,4,5,6,7,8,9
15850,44191,7817,71131,33725,4833,7437,208,2394,93498,74089
15853,3060,102684,7025,26782,51698,7297,26562,62956,56757,149
15854,7025,102684,3060,26782,26562,7297,51698,62956,56757,149
15861,913,71131,82053,93498,2394,4833,5269,6358,33725,74089
15863,102684,26782,7025,3060,26562,51698,7297,62956,56757,149
15868,7025,109487,51698,3060,26782,26562,7297,56757,62956,149
15871,3060,26782,102684,7025,26562,7297,51698,62956,56757,149
15872,44731,702,5843,72714,3634,6705,95567,7024,61729,3104
15873,4161,1387,2371,6888,65216,83369,33725,4833,1699,913
15874,7025,26782,3060,8446,109487,56757,62956,26562,7297,149
15881,2660,56156,3729,2459,7007,56846,26325,1405,5782,2877
15884,94959,4333,102684,743,27803,7616,2151,5747,2012,103027
15887,102684,3060,7025,51698,26782,7297,26562,62956,56757,149
15889,26782,3033,7616,26562,7297,7025,51698,56757,62956,149
15892,51698,109487,3060,8446,7297,6617,26562,62956,56757,149
15898,316,57640,1136,3698,2371,1834,87430,3205,913,7790
15907,3794,5319,4686,1913,5119,80241,2422,100487,4769,231
15908,102684,26562,7297,3060,7025,26782,62956,56757,51698,149
15912,26782,6617,1580,5255,7297,109487,26562,62956,56757,149
15914,7037,2959,1683,78469,7578,60295,3300,3812,5005,1984
15915,102684,3060,7025,26782,7297,26562,51698,62956,56757,149
15918,102684,3060,7025,26782,51698,26562,7297,56757,62956,149
15933,7616,3060,26782,7025,51698,26562,7297,62956,56757,149
15934,109487,26782,102684,7297,7025,26562,51698,62956,56757,149
15940,3727,2422,7570,5269,986,1777,73587,7149,78574,4161
15941,6617,7025,3060,26782,51698,26562,62956,7297,56757,149
15946,7025,6533,3060,26782,7297,51698,62956,26562,56757,149
15947,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
15948,102684,3060,7025,26782,26562,7297,62956,51698,56757,149
15949,34150,64997,116823,3738,75813,3078,85397,3203,7007,2243
15950,51935,108981,26269,1356,5004,57504,7025,1760,3729,149
15952,26562,8870,4276,3060,6122,56757,102684,7025,51698,149
15959,7149,4833,6888,74089,6791,7789,33725,1699,5269,913
15961,708,31101,1883,364,87430,7790,8341,1834,2371,913
15962,26782,3060,109487,51698,6617,26562,56757,7297,62956,149
15974,3060,7025,7616,102684,51698,7297,26562,56757,62956,149
15979,6212,4489,41585,31101,4847,7141,1883,87430,913,2371
15981,104879,778,2939,5294,8496,60514,83132,88950,112171,3578
15984,8446,7616,51698,26782,3060,26562,56757,7297,62956,149
15988,3060,7616,102684,26562,56757,7297,7025,51698,62956,149
15999,4161,708,83369,33725,2371,6888,1387,34405,1699,913
16000,38499,27878,7216,836,7294,48879,529,27373,4194,89190
16005,3060,102684,7025,26782,51698,26562,62956,7297,56757,149
16008,2316,102684,7616,7297,62956,51698,7025,26562,56757,149
16016,102684,7025,26782,3060,26562,7297,51698,56757,62956,149
16021,7149,5956,11,83369,4847,1699,6791,6888,1387,913
16027,1699,1883,6888,4847,708,3448,8341,1387,2371,913
16036,6888,4161,6791,5269,4833,7708,1699,34405,33725,913
16040,109487,6617,3060,51698,26782,26562,62956,7297,56757,149
16041,102684,7616,26562,7297,7025,26782,62956,56757,51698,149
16042,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
16048,7616,102684,26782,7297,7025,26562,51698,62956,56757,149
16050,8446,47793,2012,7990,7579,1429,149,7297,5159,52448
16057,112138,6178,954,3827,58303,2413,4267,1225,8923,261
16059,3060,102684,7025,26782,7297,26562,51698,62956,56757,149
16060,7616,102684,26782,26562,7297,62956,7025,56757,51698,149
16073,7025,51698,6533,3060,26782,56757,26562,7297,62956,149
16075,492,3448,87430,708,7492,31101,4489,1883,2371,913
16080,1699,986,1777,7149,6612,4161,2394,93498,5269,74089
16085,3060,6617,26782,7025,51698,26562,7297,56757,62956,149
16088,7437,208,34405,5269,74089,7708,33725,157,2394,4833
16092,3060,102684,26782,7025,51698,26562,7297,62956,56757,149
16105,33683,2457,5341,74089,33838,109673,90524,663,69849,40815
16115,6791,7789,93498,7708,65216,1699,4833,5269,33725,74089
16116,7982,3738,3467,5974,628,71156,8968,5068,2231,4911
16117,7616,3060,26782,7025,7297,26562,51698,56757,62956,149
16118,71131,33725,6358,7713,4833,82053,208,5269,2394,74089
16122,3060,7025,102684,26782,26562,51698,7297,62956,56757,149
16123,54286,2125,59429,5107,529,27373,836,195,68932,3090
16126,3698,31101,1834,6888,1387,3448,2371,57640,913,7790
16127,4967,58559,3967,33312,3755,1982,265,586,43333,3519
16128,208,6888,5269,93498,4589,913,74089,2394,4833,33725
16129,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
16130,102684,26782,7616,56757,3060,7025,51698,7297,26562,149
16132,102684,3060,26782,7025,26562,7297,51698,62956,56757,149
16133,51698,102684,6533,7025,56757,7297,26562,62956,109487,149
16136,102684,3060,7025,26782,26562,51698,7297,62956,56757,149
16137,83219,109487,3060,26782,56757,7297,8446,26562,62956,149
16144,102684,7025,3060,26782,26562,7297,51698,56757,62956,149
16148,1760,149,2360,3033,5255,4640,35347,51698,51935,1348
16154,299,79879,26782,7297,7616,6533,51698,102684,3060,149
16157,102684,6617,3060,26562,51698,26782,56757,7297,62956,149
16158,102684,7025,4276,1580,7297,51698,62956,56757,26782,149
16161,87430,58655,2371,8341,57640,31101,1834,3205,7790,913
16162,7616,102684,26782,26562,7025,51698,7297,62956,56757,149
16163,109487,26782,102684,51698,3060,26562,7297,62956,56757,149
16167,102684,3060,7025,26562,26782,7297,51698,62956,56757,149
16174,56757,52448,6617,51698,7297,62956,109487,7616,26562,149
16178,3794,7572,6687,7092,3735,5119,103107,5152,8739,2000
16181,5013,5294,26147,44731,77846,1938,3966,112171,8928,7026
16182,4161,7817,6612,1699,2394,5269,157,33725,4833,74089
16188,7616,3060,7025,26782,51698,7297,26562,56757,62956,149
16189,5269,1883,65216,1699,7708,2371,33725,34405,4833,913
16193,102684,7616,7025,26782,7297,62956,26562,56757,51698,149
16204,2939,3521,3633,8496,44731,2221,2519,7345,26147,77846
16216,7616,7025,26782,3060,51698,7297,26562,56757,62956,149
16221,3060,26782,26562,102684,7297,7025,62956,51698,56757,149
16227,85022,3324,5237,26007,223,90645,2000,33669,4886,1091
16231,52604,53921,54513,59392,60514,70984,87079,93270,104879,5095
16232,7616,26782,102684,7025,26562,7297,51698,62956,56757,149
16233,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
16236,4916,4061,3598,60818,104944,101360,45335,51077,4005,27899
16244,33838,3730,6358,7713,82053,71131,5269,93498,2394,74089
16253,7616,3060,7025,26782,51698,26562,7297,62956,56757,149
16255,7616,102684,7025,26782,7297,26562,51698,62956,56757,149
16258,5974,3094,4470,2231,628,3738,4562,85397,1252,71156
16261,102684,2316,299,110102,62956,51698,56757,26562,7025,149
16262,708,8341,7790,31101,87430,4847,1883,2371,1387,913
16268,7817,1036,4161,5269,6358,1419,33725,4833,74089,2394
16270,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
16271,71579,3205,2600,58655,1136,7790,103539,1834,913,2926
16275,4161,7149,34405,2394,913,4833,33725,1699,5269,74089
16280,57640,364,1387,6888,87430,8341,1834,7790,2371,913
16284,65188,3966,5013,8496,77846,1729,44731,63876,31431,3981
16291,316,802,30818,5404,7943,87430,57640,3004,27482,7790
16301,3698,913,628,2926,1136,4470,337,3205,48593,7790
16303,2167,32011,33838,2145,93498,1707,109673,6358,529,74089
16310,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
16313,26782,102684,26562,7616,7297,7025,62956,51698,56757,149
16318,58655,87430,802,57640,1834,3698,1136,913,3205,7790
16325,7708,6888,34405,4161,33725,4833,1699,74089,5269,913
16333,102684,3060,26782,7025,51698,26562,7297,56757,62956,149
16348,7708,2394,65216,1699,4161,157,5269,33725,74089,4833
16349,109487,8446,6617,3060,56757,26562,7297,62956,26782,149
16351,3205,8341,57640,58655,87430,2371,31101,1834,7790,913
16356,6982,3508,6448,3869,2470,107348,48879,2454,40732,3794
16357,112171,33072,50011,3521,3633,7334,65188,3966,108945,193
16361,3060,102684,7025,26782,7297,26562,62956,51698,56757,149
16367,3060,109487,26782,7025,7297,51698,26562,62956,56757,149
16370,7982,8261,34150,8968,2138,4911,953,3738,2231,71156
16372,102684,3060,7616,7025,7297,51698,26562,62956,56757,149
16380,337,7561,5974,6573,7982,4470,2926,1136,7790,3205
16381,109487,6617,3060,26782,26562,51698,7297,62956,56757,149
16383,26782,102684,7025,51698,3060,26562,7297,56757,62956,149
16394,109487,3060,7025,26782,51698,26562,7297,62956,56757,149
16395,93498,836,101962,3090,1707,2798,529,7294,74089,6358
16396,4470,40278,92259,3037,58655,2926,3205,913,1136,7790
16398,6791,708,3448,5404,1883,6888,1623,57640,31101,913
16401,7616,26782,102684,7297,26562,7025,62956,51698,56757,149
16404,2501,2519,2939,3521,3633,7334,7345,108945,3966,44731
16409,1387,65216,1699,4847,5269,34405,6888,4833,33725,913
16410,8341,83369,1387,6888,5956,7149,34405,6791,1699,913
16417,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
16419,109487,7616,7025,26782,26562,7297,51698,56757,62956,149
16423,3060,26782,102684,7025,7297,62956,26562,56757,51698,149
16436,26782,8446,7025,51698,3060,26562,56757,7297,62956,149
16440,65188,70984,87079,88950,93270,104879,108945,5937,67695,44301
16442,3060,26782,102684,26562,7025,7297,51698,62956,56757,149
16444,5269,6888,83369,1699,4589,89305,85179,7789,1387,33725
16452,50011,108945,5937,7334,3981,31445,39444,101025,1225,71252
16454,6617,102684,6533,26782,26562,51698,7297,56757,62956,149
16461,8446,7025,51698,26782,3060,56757,7297,26562,62956,149
16462,74089,7713,5107,111360,44191,413,3730,6335,71131,93498
16472,3060,26562,27311,7025,7297,26782,62956,51698,56757,149
16473,3966,5418,5937,7743,8496,31445,39444,26147,63876,44731
16501,7437,7708,1699,93498,74089,34405,2394,5269,33725,4833
16509,97921,104879,112171,2501,7026,31445,3521,108945,3633,1938
16523,3060,26782,102684,26562,7025,7297,51698,62956,56757,149
16524,195,836,93498,7713,5107,6358,68932,74089,71131,3090
16528,7616,26782,62956,26562,7297,102684,7025,51698,56757,149
16532,8341,2371,34405,5956,1699,83369,4847,1387,913,6888
16533,102684,7025,3060,26782,7297,51698,26562,62956,56757,149
16535,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
16536,1699,31101,8341,364,6888,6212,1883,4847,2371,913
16537,3205,3448,2371,87430,1834,3698,31101,57640,913,7790
16539,6612,3727,6163,986,1699,52973,4833,4161,74089,5269
16545,6617,7025,3060,26782,51698,26562,56757,7297,62956,149
16551,2371,3698,256,40278,1834,3205,57640,913,87430,7790
16553,4350,190,1938,1687,5095,53921,3134,44301,5005,71252
16555,51562,52604,54513,59392,70984,87079,88950,93270,104879,60514
16556,954,7981,6944,6178,74685,1611,8923,8039,112138,1995
16558,110882,3364,3205,2371,7492,4489,2926,3448,913,7790
16580,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
16581,7025,6617,8446,51698,109487,26562,56757,7297,62956,149
16589,1385,6996,5107,71131,27456,4813,195,54286,3090,68932
16590,986,1036,1777,109673,2167,6612,33838,93498,1707,74089
16592,4936,59429,3117,2325,7773,2070,2145,91199,940,6869
16606,7025,102684,26782,3060,26562,51698,56757,62956,7297,149
16612,56757,5265,62956,7297,5159,83219,149,26782,8446,3060
16615,33725,986,157,2167,6612,44191,93498,6335,74089,3730
16617,71131,4813,7216,54286,1385,836,5107,195,68932,3090
16624,3552,101962,68932,6358,81782,93498,2798,2394,7713,74089
16625,109487,51698,7616,6533,7025,56757,7297,26562,62956,149
16630,8341,31101,1834,3448,364,1883,7790,57640,2371,913
16635,39444,77846,108945,112171,5937,7743,3633,3966,8496,65188
16643,26782,52448,8446,26562,109487,56757,3060,7297,62956,149
16644,3060,102684,26782,7025,51698,7297,26562,62956,56757,149
16648,913,57640,3004,58655,4470,2926,628,3205,48593,7790
16667,5294,7086,7743,60514,903,31445,39444,67695,1938,53921
16670,109487,7025,26782,102684,26562,51698,7297,62956,56757,149
16676,102684,3060,26782,7025,26562,7297,62956,51698,56757,149
16677,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
16680,84392,8601,2921,95873,172,72380,204,3421,6611,8128
16687,3811,57640,4489,31101,1834,1136,2926,87430,913,7790
16691,54286,3730,5107,413,44191,3079,7437,111360,93498,71131
16693,6617,26782,51698,3060,56757,62956,8446,26562,7297,149
16695,7025,52448,3060,51698,102684,62956,7297,26562,56757,149
16696,6791,2394,7708,93498,5269,1699,4833,33725,74089,913
16697,26782,109487,3060,51698,8446,7297,26562,56757,62956,149
16700,162,5782,3203,6535,1405,89343,1356,3015,5690,553
16701,5418,5937,6586,7743,33072,3966,3521,31445,39444,60514
16706,102684,7616,26782,7025,7297,26562,62956,51698,56757,149
16711,55080,30820,6377,64969,3658,33669,2000,59126,3176,1091
16713,2799,4470,7982,71156,2926,7790,116823,628,3205,5974
16714,1962,26840,231,2000,2422,7092,3794,5152,1127,5119
16717,8446,3060,109487,26782,51698,7297,26562,62956,56757,149
16721,208,1699,3730,4161,33725,93498,4833,5269,74089,2394
16724,1729,71252,4267,101025,51660,60295,81456,8923,3159,1225
16732,102684,7025,3060,26562,26782,7297,51698,62956,56757,149
16734,44709,66156,27604,69306,2644,1244,84615,60141,2707,33158
16736,3448,1699,1883,6791,8341,6888,1387,4847,2371,913
16739,61350,7025,8870,7297,1480,60904,47,27311,149,4723
16740,2316,7297,26562,102684,62956,26782,7025,56757,51698,149
16743,5269,6888,4847,1699,2394,4833,74089,33725,913,93498
16745,78174,3033,299,26562,7025,56757,51698,102684,3060,149
16746,4161,4833,6358,1036,6612,986,33725,93498,5269,74089
16755,102684,7025,3060,26782,26562,51698,62956,7297,56757,149
16761,903,3578,5418,31445,60514,1729,3966,39444,5095,53921
16766,52448,26562,6617,26782,3060,56757,7297,8446,62956,149
16771,109487,7025,3060,26782,51698,26562,7297,56757,62956,149
16775,1777,34405,7708,913,4161,6612,74089,5269,7149,1699
16779,102684,26782,3060,7025,51698,7297,26562,62956,56757,149
16785,3633,4350,6971,7345,8496,26147,46664,108945,112171,4664
16796,3698,4470,1136,337,2926,58655,1834,3205,913,7790
16811,108945,5418,6586,8928,33072,44731,50011,26147,112171,7026
16813,108945,2221,8496,26147,31445,44731,112171,5095,7026,67695
16821,6617,3060,7025,26782,51698,26562,7297,62956,56757,149
16824,5159,78105,52448,62956,26562,7564,3060,6650,1429,149
16835,109487,26562,26782,7616,51698,7025,7297,62956,56757,149
16845,51698,6617,26782,8446,26562,3060,56757,7297,62956,149
16846,51638,5404,1387,31101,87430,57640,1834,2371,913,7790
16847,7025,6617,3060,26782,26562,51698,7297,62956,56757,149
16850,102684,7616,26782,7025,7297,26562,51698,62956,56757,149
16854,33660,7561,79006,1136,4470,2799,628,337,7790,3205
16861,31101,2371,58655,3205,57640,2926,1834,87430,7790,913
16865,5956,101362,65216,2394,1699,5269,34405,33725,913,4833
16873,34405,157,4589,6888,7708,33725,6791,1699,4833,913
16881,3060,102684,7025,26782,7297,26562,51698,62956,56757,149
16883,4833,33725,708,6888,8341,3448,4847,1387,2371,913
16900,52604,53921,54513,59392,70984,87079,93270,104879,108945,112171
16918,48593,4470,913,1834,27660,58655,57640,2926,3205,7790
16920,4748,2290,431,5611,1380,3102,2789,89118,98017,2012
16924,3060,102684,7025,26782,26562,7297,51698,62956,56757,149
16931,63876,903,2221,2519,2939,3578,7026,53921,8496,67695
16935,4161,32770,6791,7708,34405,65216,913,4833,33725,1699
16936,109487,26782,7025,3060,51698,7297,62956,26562,56757,149
16938,7616,3060,26782,7025,7297,51698,26562,62956,56757,149
16943,102684,7616,26782,7025,26562,7297,51698,62956,56757,149
16955,4847,2371,1883,157,7708,5269,913,33725,74089,4833
16956,7025,6617,3060,51698,26782,26562,7297,56757,62956,149
16972,102684,6617,3060,51698,26782,26562,62956,56757,7297,149
16974,3203,457,34150,1261,6215,162,393,2660,6254,3078
16977,102684,26782,7616,7025,7297,26562,51698,62956,56757,149
16978,7616,109487,3060,7025,51698,7297,26562,56757,62956,149
16990,102684,3060,7025,26782,26562,7297,51698,62956,56757,149
16999,7790,31101,43832,4847,57640,7141,1834,6888,2371,913
17002,109487,6617,51698,26782,3060,26562,7297,56757,62956,149
17006,5843,71468,6887,101525,45028,47610,98243,26007,4862,44301
17014,4396,3364,5678,1408,7577,27482,40966,27660,5111,64620
17017,102684,7025,3060,26562,26782,7297,51698,62956,56757,149
17022,6617,7025,3060,26782,51698,26562,7297,56757,62956,149
17026,6888,87430,6791,7790,1883,8341,1387,4847,2371,913
17029,3060,7025,7616,26782,51698,7297,26562,62956,56757,149
17030,34143,3555,8908,3324,8494,4886,62437,5237,26007,85022
17031,7616,7297,26562,102684,27311,62956,7025,56757,51698,149
17035,104879,5418,5937,1938,3633,7743,77846,108945,65188,44731
17039,114180,4799,239,82463,1301,51575,5625,26947,54276,80
17040,5095,7026,7334,60514,77846,108945,53921,1729,1938,5294
17042,4552,3079,111360,7437,413,3730,71131,44191,6335,93498
17043,102684,7025,3060,26782,51698,26562,7297,56757,62956,149
17046,8967,2447,4886,2436,1091,3176,33669,59126,3658,149
17054,82053,44191,1699,2394,4161,33725,4833,93498,5269,74089
17058,87079,88950,93270,104879,112171,193,2501,6586,7086,77846
17060,3578,3966,31445,3981,60514,1729,5013,39444,44731,5294
17062,4167,2985,951,948,7071,5451,7062,663,53883,40815
17074,299,3060,7616,7025,56757,7297,26562,51698,62956,149
17078,6617,7616,3060,26782,26562,51698,56757,7297,62956,149
17083,6791,33725,74089,5269,44191,1699,3730,5446,93498,6335
17085,7616,26782,102684,7297,62956,7025,26562,56757,51698,149
17089,51698,6533,109487,26782,62956,26562,1029,7297,56757,149
17090,1419,82053,5269,157,7817,6358,2394,33725,74089,4833
17093,65188,67695,112171,108945,2221,26562,56757,62956,7297,149
17101,3633,5937,33072,77846,2221,3981,7026,7345,2519,53921
17102,8446,6533,7616,56757,26562,7025,7297,3060,62956,149
17106,78574,65216,1777,7149,4833,74089,4161,986,1699,5269
17107,65216,111360,89305,3730,74089,93498,101362,5269,33725,4833
17112,102684,3060,26782,7025,7297,26562,51698,62956,56757,149
17115,83369,708,6791,2371,4847,8341,6888,1699,1387,913
17120,61729,25793,954,8967,3629,2413,101025,8923,71252,3153
17121,3060,26782,109487,7616,56757,51698,26562,7025,62956,149
17122,5005,6944,40815,663,1619,6957,123,1984,1611,90524
17127,26782,3060,102684,7025,26562,7297,62956,51698,56757,149
17133,76093,1192,149,26398,31923,51698,6535,1392,6503,40723
17136,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
17138,102684,3060,7025,26782,26562,51698,7297,56757,62956,149
17150,8496,190,7334,26147,77846,3966,3578,65188,5294,5013
17154,4276,27311,102684,26562,62956,56757,7297,7025,51698,149
17158,7713,6358,68932,836,74089,1385,5107,93498,71131,3090
17159,3552,55118,413,7713,5107,71131,1385,68932,195,3090
17163,7025,102684,3060,26782,26562,7297,51698,62956,56757,149
17165,59429,109673,2145,195,4194,27373,529,68932,836,3090
17173,110102,1348,6533,1392,3060,62956,7616,56757,7025,149
17176,102684,3060,7025,26782,51698,7297,26562,62956,56757,149
17179,7025,102684,3060,26782,51698,26562,7297,62956,56757,149
17183,1069,62374,26471,54503,1305,4441,34150,1033,86817,1457
17184,33072,2939,3521,5937,7743,2519,3966,7086,108945,149
17185,6617,102684,26782,7025,26562,51698,7297,56757,62956,149
17187,7025,102684,26782,51698,56757,3060,26562,7297,62956,149
17192,4276,7025,27311,62956,26562,7297,102684,56757,51698,149
17197,3205,2799,337,6573,85397,5974,628,79006,953,116823
17202,1699,33725,1883,6888,8341,4833,1387,2371,3448,913
17205,3205,4489,364,40278,57640,1834,87430,2371,7790,913
17207,3738,85397,48825,265,5974,8261,628,953,116823,71156
17210,109487,8446,26782,51698,3060,56757,26562,7297,62956,149
17215,51638,3448,57640,31101,4489,1834,2371,87430,7790,913
17217,7572,103107,2000,6101,1962,5504,5152,7092,1127,5119
17218,3060,7025,102684,26782,26562,7297,62956,51698,56757,149
17231,112804,3882,32179,2436,4217,49312,1225,8739,6890,5011
17232,57640,3448,8341,2371,51638,3698,1834,87430,913,7790
17235,102684,3060,26782,7025,51698,26562,7297,62956,56757,149
17242,26782,7025,109487,3060,7297,26562,51698,56757,62956,149
17243,102684,3060,6533,7025,26562,51698,7297,56757,62956,149
17244,102684,3060,7025,26782,26562,7297,51698,62956,56757,149
17252,8496,97921,1729,3633,26147,44731,5095,63876,27820,943
17255,364,151,1387,708,51638,6791,2371,1834,8341,913
17259,109487,6617,51698,26782,3060,26562,7297,62956,56757,149
17261,7025,26782,102684,3060,26562,51698,62956,7297,56757,149
17263,3966,5294,7334,112171,193,1938,3521,97921,108945,63876
17273,7025,109487,3060,26782,26562,7297,62956,51698,56757,149
17274,250,6119,43832,708,30818,7141,913,31101,57640,3448
17277,51698,102684,6533,26782,26562,7025,56757,62956,7297,149
17278,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
17281,6533,26782,102684,7025,51698,62956,26562,7297,56757,149
17285,26147,53921,112171,44731,3521,65188,108945,2939,7026,2221
17288,5464,112804,2084,4267,2436,3587,74370,5011,1225,2413
17292,4911,7982,2799,71156,3738,5974,953,85397,2231,116823
17298,58655,5974,71156,953,2926,913,628,116823,3205,7790
17301,8739,103107,40815,69849,5963,3949,3646,1361,663,90524
17303,2676,8341,103539,3698,5404,51638,58655,7790,1834,913
17304,6533,26782,109487,7025,51698,7297,26562,62956,56757,149
17305,836,8482,2798,109673,33683,6358,74089,93498,1707,529
17313,78574,157,4847,7789,7817,4161,74089,5269,33725,4833
17318,6617,3060,7025,26782,51698,26562,62956,56757,7297,149
17319,102684,7025,3060,26782,51698,26562,7297,56757,62956,149
17320,6617,3060,51698,26782,7025,26562,7297,56757,62956,149
17325,1387,1699,708,8341,1883,6888,4187,6791,2371,913
17327,86882,3090,59549,2247,46337,54286,68932,6579,1385,4813
17328,6939,3892,1831,3015,1405,6773,6214,6535,2587,553
17333,3060,7616,7297,26562,7025,62956,26782,51698,56757,149
17341,3079,54286,3090,111360,413,5107,6335,3730,71131,93498
17348,3060,7616,7025,26782,26562,51698,7297,56757,62956,149
17354,4911,8972,31150,953,116823,3738,3078,34150,71156,2231
17357,31150,79006,3738,85397,628,5974,953,71156,48825,116823
17358,7616,3060,26782,7025,26562,51698,7297,62956,56757,149
17361,3060,102684,7025,26782,51698,26562,62956,7297,56757,149
17365,3060,6533,109487,7025,26562,7297,51698,56757,62956,149
17367,3060,7616,7025,102684,7297,62956,26562,51698,56757,149
17370,109487,6617,3060,26562,51698,26782,7297,56757,62956,149
17375,5843,6887,25865,45028,101525,44761,99468,98243,4862,44301
17380,3060,102684,7025,26562,26782,51698,7297,56757,62956,149
17388,8341,74089,6888,6791,1387,4833,33725,2371,1699,913
17394,102684,7025,26782,3060,51698,7297,26562,62956,56757,149
17399,2335,7561,7790,4470,337,953,79006,116823,3205,628
17404,4847,364,1387,87430,1834,31101,57640,7790,2371,913
17409,71899,2594,7171,1405,748,100344,96121,553,43914,52767
17427,56757,6533,26782,6617,109487,62956,7297,52448,26562,149
17428,7616,7025,3060,26782,51698,26562,7297,56757,62956,149
17430,74089,986,50160,1292,5269,33838,91199,2585,8576,2145
17431,102684,3060,7025,26782,26562,7297,51698,62956,56757,149
17433,72043,26111,80590,8972,3094,48825,33312,116823,64285,85397
17434,261,6506,6178,64969,3920,40815,1995,112138,74685,8039
17435,7616,7025,102684,26782,26562,51698,7297,56757,62956,149
17437,26939,103372,27899,87234,89190,34359,27456,97057,6996,48879
17446,26782,3060,102684,7297,7025,26562,51698,62956,56757,149
17453,51698,6617,26782,8446,26562,7297,3060,56757,62956,149
17467,3060,7616,26782,7025,26562,7297,62956,51698,56757,149
17469,34198,112138,2436,3920,69849,74685,40815,6506,8039,1280
17471,3060,26782,102684,7025,26562,51698,62956,7297,56757,149
17475,69406,3629,3153,71252,101025,81456,60295,2413,8923,1225
17479,109487,26562,149,5159,1029,7616,1380,56757,62956,1580
17481,5611,3760,1537,4276,8131,50742,6250,5569,42723,7065
17482,3060,7025,26782,6617,51698,7297,26562,56757,62956,149
17488,109487,26782,8446,3060,51698,7297,56757,26562,62956,149
17489,7026,7086,8928,83132,65188,2501,5095,2094,46664,4664
17493,51562,52604,53921,54513,59392,70984,87079,93270,104879,65188
17503,109487,51698,6617,26562,3060,56757,26782,62956,7297,149
17507,6579,7074,2940,59429,3090,33585,2125,610,103048,5059
17508,63876,2501,112171,31431,26147,77846,1999,3578,92507,943
17509,1699,33725,4589,4847,1883,5956,1387,89305,65216,913
17510,7616,3060,26782,7025,7297,26562,51698,62956,56757,149
17511,3060,102684,26782,7025,7297,26562,62956,51698,56757,149
17516,299,7297,26562,102684,7025,26782,62956,56757,51698,149
17518,3060,26782,102684,7025,7297,51698,26562,62956,56757,149
17522,7708,65216,4847,4833,6888,6791,101362,34405,1699,913
17527,51562,52604,54513,59392,70984,87079,93270,104879,60514,7743
17536,6533,3060,6617,26782,51698,7297,56757,26562,62956,149
17540,102684,26782,7025,3060,26562,7297,51698,56757,62956,149
17543,4847,34405,65216,5269,74089,1699,4833,2371,33725,913
17552,3060,6617,102684,7025,51698,56757,62956,26782,7297,149
17560,80241,2585,3117,33683,2070,6869,91199,32011,1769,4686
17564,3060,7616,26782,7025,26562,7297,51698,62956,56757,149
17570,109487,3060,7025,51698,26782,26562,7297,62956,56757,149
17571,26782,7025,102684,3060,51698,26562,7297,56757,62956,149
17579,102684,3060,7025,26562,26782,51698,62956,7297,56757,149
17583,7616,7025,3060,26782,26562,51698,7297,62956,56757,149
17597,647,7844,663,4813,86882,6506,87234,40815,6996,27456
17602,83132,87079,93270,104879,7086,1729,4350,2354,7578,2959
17604,4862,44761,223,8908,44301,8494,5237,26007,90645,4886
17605,109487,26782,7025,3060,51698,7297,26562,56757,62956,149
17608,26782,102684,7025,3060,26562,51698,7297,62956,56757,149
17609,109487,26782,6617,3060,8446,56757,7297,26562,62956,149
17610,109487,6617,3060,51698,26562,26782,56757,7297,62956,149
17616,90469,2686,4847,5269,1699,101362,65216,913,33725,4833
17617,7616,3060,102684,26782,26562,51698,62956,7297,56757,149
17623,6533,7025,102684,26782,26562,62956,51698,7297,56757,149
17630,26147,77846,108945,2519,3521,44731,65188,7345,4862,44301
17635,102684,3060,7025,26782,26562,7297,51698,62956,56757,149
17638,1938,2354,3981,7026,8928,63876,97921,2501,5095,44731
17640,3698,58655,31101,74228,3205,87430,72356,1834,57640,7790
17654,7616,102684,26782,26562,7025,7297,62956,56757,51698,149
17660,6617,8446,51698,3060,26782,26562,7297,56757,62956,149
17661,26782,102684,7616,7297,51698,7025,26562,56757,62956,149
17662,1371,3794,5504,32179,8126,2606,7092,5119,6101,1127
17667,3060,26562,7025,7616,102684,7297,62956,51698,56757,149
17676,1485,6377,3394,32469,31223,27271,34143,25841,6957,90645
17680,27311,7616,102684,26782,26562,7025,7297,56757,51698,149
17683,1280,3949,5464,5523,1127,40815,7092,3646,4422,663
17687,102684,6617,3060,26782,51698,26562,62956,7297,56757,149
17705,102684,7025,26782,26562,3060,51698,7297,56757,62956,149
17721,102684,3060,26782,7025,26562,7297,51698,62956,56757,149
17724,3079,4552,1385,5107,413,44191,3730,6335,71131,93498
17726,3060,102684,26782,7025,51698,26562,7297,56757,62956,149
17738,3060,102684,26782,7025,51698,7297,26562,56757,62956,149
17746,109673,1036,4161,34405,986,913,7149,1777,74089,1699
17748,8496,31431,65188,67695,46664,63876,77846,4350,26147,44731
17755,102684,7025,3060,26782,26562,7297,62956,51698,56757,149
17758,26147,77846,63876,44731,1225,81456,71252,101025,8923,60295
